country_iso3,year,population,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate,decade,population_growth_rate,researcher_density_per_1000,migration_status
ABW,1996,79417.0,,,,,,,,,1990s,,,Unknown
ABW,1997,81858.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,0.0307,0.012,Balanced
ABW,1998,84355.0,,,,,,,,,1990s,0.0305,,Unknown
ABW,1999,86867.0,,,,,,,,,1990s,0.0298,,Unknown
ABW,2000,89101.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2000s,0.0257,0.022,Balanced
ABW,2001,90691.0,,,,,,,,,2000s,0.0178,,Unknown
ABW,2002,91781.0,,,,,,,,,2000s,0.012,,Unknown
ABW,2003,92701.0,,,,,,,,,2000s,0.01,,Unknown
ABW,2004,93540.0,,,,,,,,,2000s,0.0091,,Unknown
ABW,2005,94483.0,,,,,,,,,2000s,0.0101,,Unknown
ABW,2006,95606.0,,,,,,,,,2000s,0.0119,,Unknown
ABW,2007,96787.0,,,,,,,,,2000s,0.0124,,Unknown
ABW,2008,97996.0,,,,,,,,,2000s,0.0125,,Unknown
ABW,2009,99212.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2000s,0.0124,0.091,Balanced
ABW,2010,100341.0,11.0,11.0,1.0,0.0,1.0,0.0,0.09090909,0.09090909,2010s,0.0114,0.11,Brain Gain
ABW,2011,101288.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2010s,0.0094,0.138,Balanced
ABW,2012,102112.0,18.0,18.0,1.0,3.0,-2.0,0.16666667,0.055555556,-0.11111111,2010s,0.0081,0.176,Brain Drain
ABW,2013,102880.0,19.0,19.0,1.0,1.0,0.0,0.05263158,0.05263158,0.0,2010s,0.0075,0.185,Balanced
ABW,2014,103594.0,20.0,20.0,2.0,1.0,1.0,0.05,0.1,0.05,2010s,0.0069,0.193,Brain Gain
ABW,2015,104257.0,18.0,18.0,2.0,4.0,-2.0,0.22222222,0.11111111,-0.11111111,2010s,0.0064,0.173,Brain Drain
ABW,2016,104874.0,16.0,16.0,0.0,1.0,-1.0,0.0625,0.0,-0.0625,2010s,0.0059,0.153,Brain Drain
ABW,2017,105439.0,,,,,,,,,2010s,0.0054,,Unknown
ABW,2018,105962.0,,,,,,,,,2010s,0.005,,Unknown
ABW,2019,106442.0,27.0,27.0,6.0,0.0,6.0,0.0,0.22222222,0.22222222,2010s,0.0045,0.254,Brain Gain
ABW,2020,106585.0,24.0,24.0,2.0,4.0,-2.0,0.16666667,0.083333336,-0.083333336,2020s,0.0013,0.225,Brain Drain
ABW,2021,106537.0,27.0,27.0,4.0,3.0,1.0,0.11111111,0.14814815,0.037037037,2020s,-0.0005,0.253,Brain Gain
ABW,2022,106445.0,0.0,0.0,5.0,1.0,4.0,,,,2020s,-0.0009,0.0,Brain Gain
ABW,2023,106445.0,,,,,,,,,2020s,0.0,,Unknown
AFG,1996,17106595.0,,,,,,,,,1990s,,,Unknown
AFG,1997,17788819.0,,,,,,,,,1990s,0.0399,,Unknown
AFG,1998,18493132.0,,,,,,,,,1990s,0.0396,,Unknown
AFG,1999,19262847.0,6.0,6.0,1.0,0.0,1.0,0.0,0.16666667,0.16666667,1990s,0.0416,0.0,Brain Gain
AFG,2000,19542982.0,10.0,10.0,2.0,0.0,2.0,0.0,0.2,0.2,2000s,0.0145,0.001,Brain Gain
AFG,2001,19688632.0,15.0,15.0,0.0,2.0,-2.0,0.13333334,0.0,-0.13333334,2000s,0.0075,0.001,Brain Drain
AFG,2002,21000256.0,18.0,18.0,2.0,1.0,1.0,0.055555556,0.11111111,0.055555556,2000s,0.0666,0.001,Brain Gain
AFG,2003,22645130.0,24.0,24.0,6.0,3.0,3.0,0.125,0.25,0.125,2000s,0.0783,0.001,Brain Gain
AFG,2004,23553551.0,33.0,33.0,7.0,2.0,5.0,0.060606062,0.21212122,0.15151516,2000s,0.0401,0.001,Brain Gain
AFG,2005,24411191.0,39.0,39.0,5.0,6.0,-1.0,0.15384616,0.12820514,-0.025641026,2000s,0.0364,0.002,Brain Drain
AFG,2006,25442944.0,50.0,50.0,10.0,6.0,4.0,0.12,0.2,0.08,2000s,0.0423,0.002,Brain Gain
AFG,2007,25903301.0,60.0,60.0,2.0,6.0,-4.0,0.1,0.033333335,-0.06666667,2000s,0.0181,0.002,Brain Drain
AFG,2008,26427199.0,68.0,68.0,6.0,10.0,-4.0,0.14705883,0.0882353,-0.05882353,2000s,0.0202,0.003,Brain Drain
AFG,2009,27385307.0,105.0,105.0,22.0,6.0,16.0,0.057142857,0.20952381,0.15238096,2000s,0.0363,0.004,Brain Gain
AFG,2010,28189672.0,124.0,124.0,16.0,13.0,3.0,0.10483871,0.12903225,0.024193548,2010s,0.0294,0.004,Brain Gain
AFG,2011,29249157.0,144.0,144.0,16.0,12.0,4.0,0.083333336,0.11111111,0.027777778,2010s,0.0376,0.005,Brain Gain
AFG,2012,30466479.0,165.0,165.0,15.0,9.0,6.0,0.054545455,0.09090909,0.036363635,2010s,0.0416,0.005,Brain Gain
AFG,2013,31541209.0,157.0,157.0,7.0,16.0,-9.0,0.10191083,0.044585988,-0.05732484,2010s,0.0353,0.005,Brain Drain
AFG,2014,32716210.0,171.0,171.0,13.0,14.0,-1.0,0.081871346,0.07602339,-0.0058479533,2010s,0.0373,0.005,Brain Drain
AFG,2015,33753499.0,192.0,192.0,23.0,20.0,3.0,0.104166664,0.119791664,0.015625,2010s,0.0317,0.006,Brain Gain
AFG,2016,34636207.0,251.0,251.0,29.0,8.0,21.0,0.03187251,0.11553785,0.08366534,2010s,0.0262,0.007,Brain Gain
AFG,2017,35643418.0,328.0,328.0,45.0,25.0,20.0,0.076219514,0.13719513,0.06097561,2010s,0.0291,0.009,Brain Gain
AFG,2018,36686784.0,421.0,421.0,53.0,22.0,31.0,0.052256532,0.12589073,0.07363421,2010s,0.0293,0.011,Brain Gain
AFG,2019,37769499.0,487.0,487.0,54.0,50.0,4.0,0.1026694,0.11088296,0.008213553,2010s,0.0295,0.013,Brain Gain
AFG,2020,38972230.0,527.0,527.0,47.0,58.0,-11.0,0.11005693,0.08918406,-0.020872865,2020s,0.0318,0.014,Brain Drain
AFG,2021,40099462.0,485.0,485.0,27.0,68.0,-41.0,0.14020619,0.055670105,-0.08453608,2020s,0.0289,0.012,Brain Drain
AFG,2022,41128771.0,0.0,0.0,26.0,34.0,-8.0,,,,2020s,0.0257,0.0,Brain Drain
AFG,2023,41128771.0,0.0,0.0,20.0,27.0,-7.0,,,,2020s,0.0,0.0,Brain Drain
AGO,1996,14383350.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.001,Balanced
AGO,1997,14871146.0,13.0,13.0,0.0,2.0,-2.0,0.15384616,0.0,-0.15384616,1990s,0.0339,0.001,Brain Drain
AGO,1998,15366864.0,21.0,21.0,3.0,0.0,3.0,0.0,0.14285715,0.14285715,1990s,0.0333,0.001,Brain Gain
AGO,1999,15870753.0,24.0,24.0,2.0,2.0,0.0,0.083333336,0.083333336,0.0,1990s,0.0328,0.002,Balanced
AGO,2000,16394062.0,24.0,24.0,1.0,2.0,-1.0,0.083333336,0.041666668,-0.041666668,2000s,0.033,0.001,Brain Drain
AGO,2001,16941587.0,23.0,23.0,2.0,4.0,-2.0,0.17391305,0.08695652,-0.08695652,2000s,0.0334,0.001,Brain Drain
AGO,2002,17516139.0,27.0,27.0,4.0,3.0,1.0,0.11111111,0.14814815,0.037037037,2000s,0.0339,0.002,Brain Gain
AGO,2003,18124342.0,38.0,38.0,5.0,0.0,5.0,0.0,0.13157895,0.13157895,2000s,0.0347,0.002,Brain Gain
AGO,2004,18771125.0,44.0,44.0,4.0,3.0,1.0,0.06818182,0.09090909,0.022727273,2000s,0.0357,0.002,Brain Gain
AGO,2005,19450959.0,48.0,48.0,6.0,5.0,1.0,0.104166664,0.125,0.020833334,2000s,0.0362,0.002,Brain Gain
AGO,2006,20162340.0,57.0,57.0,4.0,1.0,3.0,0.01754386,0.07017544,0.05263158,2000s,0.0366,0.003,Brain Gain
AGO,2007,20909684.0,68.0,68.0,2.0,2.0,0.0,0.029411765,0.029411765,0.0,2000s,0.0371,0.003,Balanced
AGO,2008,21691522.0,75.0,75.0,4.0,7.0,-3.0,0.093333334,0.053333335,-0.04,2000s,0.0374,0.003,Brain Drain
AGO,2009,22507674.0,85.0,85.0,6.0,2.0,4.0,0.023529412,0.07058824,0.047058824,2000s,0.0376,0.004,Brain Gain
AGO,2010,23364185.0,99.0,99.0,4.0,4.0,0.0,0.04040404,0.04040404,0.0,2010s,0.0381,0.004,Balanced
AGO,2011,24259111.0,118.0,118.0,7.0,2.0,5.0,0.016949153,0.059322033,0.042372882,2010s,0.0383,0.005,Brain Gain
AGO,2012,25188292.0,134.0,134.0,9.0,6.0,3.0,0.04477612,0.06716418,0.02238806,2010s,0.0383,0.005,Brain Gain
AGO,2013,26147002.0,156.0,156.0,12.0,2.0,10.0,0.012820513,0.07692308,0.06410257,2010s,0.0381,0.006,Brain Gain
AGO,2014,27128337.0,178.0,178.0,17.0,6.0,11.0,0.033707865,0.09550562,0.061797753,2010s,0.0375,0.007,Brain Gain
AGO,2015,28127721.0,200.0,200.0,16.0,4.0,12.0,0.02,0.08,0.06,2010s,0.0368,0.007,Brain Gain
AGO,2016,29154746.0,207.0,207.0,7.0,11.0,-4.0,0.053140096,0.033816423,-0.019323671,2010s,0.0365,0.007,Brain Drain
AGO,2017,30208628.0,225.0,225.0,11.0,13.0,-2.0,0.057777777,0.04888889,-0.008888889,2010s,0.0361,0.007,Brain Drain
AGO,2018,31273533.0,222.0,222.0,13.0,10.0,3.0,0.045045044,0.058558557,0.013513514,2010s,0.0353,0.007,Brain Gain
AGO,2019,32353588.0,253.0,253.0,23.0,5.0,18.0,0.019762846,0.09090909,0.07114624,2010s,0.0345,0.008,Brain Gain
AGO,2020,33428486.0,245.0,245.0,8.0,7.0,1.0,0.028571429,0.03265306,0.0040816325,2020s,0.0332,0.007,Brain Gain
AGO,2021,34503774.0,244.0,244.0,19.0,9.0,10.0,0.036885247,0.07786885,0.040983606,2020s,0.0322,0.007,Brain Gain
AGO,2022,35588987.0,0.0,0.0,7.0,9.0,-2.0,,,,2020s,0.0315,0.0,Brain Drain
AGO,2023,35588987.0,,,,,,,,,2020s,0.0,,Unknown
AIA,2012,,5.0,5.0,1.0,0.0,1.0,0.0,0.2,0.2,2010s,,,Brain Gain
AIA,2013,,12.0,12.0,1.0,0.0,1.0,0.0,0.083333336,0.083333336,2010s,,,Brain Gain
AIA,2014,,20.0,20.0,4.0,0.0,4.0,0.0,0.2,0.2,2010s,,,Brain Gain
AIA,2015,,22.0,22.0,2.0,0.0,2.0,0.0,0.09090909,0.09090909,2010s,,,Brain Gain
AIA,2016,,23.0,23.0,1.0,0.0,1.0,0.0,0.04347826,0.04347826,2010s,,,Brain Gain
AIA,2018,,16.0,16.0,1.0,1.0,0.0,0.0625,0.0625,0.0,2010s,,,Balanced
AIA,2019,,11.0,11.0,0.0,1.0,-1.0,0.09090909,0.0,-0.09090909,2010s,,,Brain Drain
AIA,2020,,12.0,12.0,2.0,3.0,-1.0,0.25,0.16666667,-0.083333336,2020s,,,Brain Drain
ALB,1996,3168033.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.024,Balanced
ALB,1997,3148281.0,96.0,96.0,3.0,3.0,0.0,0.03125,0.03125,0.0,1990s,-0.0062,0.03,Balanced
ALB,1998,3128530.0,109.0,109.0,5.0,4.0,1.0,0.036697246,0.04587156,0.0091743115,1990s,-0.0063,0.035,Brain Gain
ALB,1999,3108778.0,113.0,113.0,2.0,5.0,-3.0,0.044247787,0.017699115,-0.026548672,1990s,-0.0063,0.036,Brain Drain
ALB,2000,3089027.0,131.0,131.0,4.0,7.0,-3.0,0.053435113,0.030534351,-0.022900764,2000s,-0.0064,0.042,Brain Drain
ALB,2001,3060173.0,132.0,132.0,3.0,6.0,-3.0,0.045454547,0.022727273,-0.022727273,2000s,-0.0093,0.043,Brain Drain
ALB,2002,3051010.0,137.0,137.0,3.0,6.0,-3.0,0.04379562,0.02189781,-0.02189781,2000s,-0.003,0.045,Brain Drain
ALB,2003,3039616.0,138.0,138.0,3.0,6.0,-3.0,0.04347826,0.02173913,-0.02173913,2000s,-0.0037,0.045,Brain Drain
ALB,2004,3026939.0,152.0,152.0,4.0,7.0,-3.0,0.04605263,0.02631579,-0.019736841,2000s,-0.0042,0.05,Brain Drain
ALB,2005,3011487.0,180.0,180.0,8.0,5.0,3.0,0.027777778,0.044444446,0.016666668,2000s,-0.0051,0.06,Brain Gain
ALB,2006,2992547.0,212.0,212.0,9.0,6.0,3.0,0.028301887,0.04245283,0.014150944,2000s,-0.0063,0.071,Brain Gain
ALB,2007,2970017.0,292.0,292.0,14.0,3.0,11.0,0.0102739725,0.047945205,0.037671234,2000s,-0.0075,0.098,Brain Gain
ALB,2008,2947314.0,396.0,396.0,10.0,6.0,4.0,0.015151516,0.025252525,0.01010101,2000s,-0.0076,0.134,Brain Gain
ALB,2009,2927519.0,507.0,507.0,17.0,4.0,13.0,0.007889546,0.03353057,0.025641026,2000s,-0.0067,0.173,Brain Gain
ALB,2010,2913021.0,635.0,635.0,21.0,15.0,6.0,0.023622047,0.033070866,0.009448819,2010s,-0.005,0.218,Brain Gain
ALB,2011,2905195.0,793.0,793.0,15.0,16.0,-1.0,0.020176545,0.01891551,-0.001261034,2010s,-0.0027,0.273,Brain Drain
ALB,2012,2900401.0,947.0,947.0,32.0,16.0,16.0,0.01689546,0.03379092,0.01689546,2010s,-0.0017,0.327,Brain Gain
ALB,2013,2895092.0,1004.0,1004.0,22.0,24.0,-2.0,0.023904383,0.021912351,-0.001992032,2010s,-0.0018,0.347,Brain Drain
ALB,2014,2889104.0,1073.0,1073.0,31.0,14.0,17.0,0.01304753,0.02889096,0.01584343,2010s,-0.0021,0.371,Brain Gain
ALB,2015,2880703.0,1067.0,1067.0,22.0,23.0,-1.0,0.021555765,0.020618556,-0.00093720714,2010s,-0.0029,0.37,Brain Drain
ALB,2016,2876101.0,1041.0,1041.0,45.0,24.0,21.0,0.023054754,0.043227665,0.02017291,2010s,-0.0016,0.362,Brain Gain
ALB,2017,2873457.0,1017.0,1017.0,36.0,26.0,10.0,0.025565388,0.03539823,0.009832841,2010s,-0.0009,0.354,Brain Gain
ALB,2018,2866376.0,1067.0,1067.0,43.0,19.0,24.0,0.017806936,0.040299907,0.022492971,2010s,-0.0025,0.372,Brain Gain
ALB,2019,2854191.0,1168.0,1168.0,40.0,28.0,12.0,0.023972603,0.034246575,0.0102739725,2010s,-0.0043,0.409,Brain Gain
ALB,2020,2837849.0,1268.0,1268.0,38.0,37.0,1.0,0.029179811,0.029968454,0.00078864355,2020s,-0.0057,0.447,Brain Gain
ALB,2021,2811666.0,1295.0,1295.0,47.0,32.0,15.0,0.024710424,0.036293436,0.011583012,2020s,-0.0092,0.461,Brain Gain
ALB,2022,2777689.0,0.0,0.0,32.0,36.0,-4.0,,,,2020s,-0.0121,0.0,Brain Drain
ALB,2023,2777689.0,,,,,,,,,2020s,0.0,,Unknown
AND,1996,64147.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.047,Balanced
AND,1997,64682.0,,,,,,,,,1990s,0.0083,,Unknown
AND,1998,65186.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,0.0078,0.031,Balanced
AND,1999,65655.0,,,,,,,,,1990s,0.0072,,Unknown
AND,2000,66097.0,,,,,,,,,2000s,0.0067,,Unknown
AND,2001,67820.0,13.0,13.0,2.0,1.0,1.0,0.07692308,0.15384616,0.07692308,2000s,0.0261,0.192,Brain Gain
AND,2002,70849.0,13.0,13.0,0.0,1.0,-1.0,0.07692308,0.0,-0.07692308,2000s,0.0447,0.183,Brain Drain
AND,2003,73907.0,17.0,17.0,4.0,4.0,0.0,0.23529412,0.23529412,0.0,2000s,0.0432,0.23,Balanced
AND,2004,76933.0,19.0,19.0,2.0,2.0,0.0,0.10526316,0.10526316,0.0,2000s,0.0409,0.247,Balanced
AND,2005,79826.0,20.0,20.0,1.0,3.0,-2.0,0.15,0.05,-0.1,2000s,0.0376,0.251,Brain Drain
AND,2006,80221.0,52.0,52.0,6.0,2.0,4.0,0.03846154,0.115384616,0.07692308,2000s,0.0049,0.648,Brain Gain
AND,2007,78168.0,58.0,58.0,4.0,0.0,4.0,0.0,0.06896552,0.06896552,2000s,-0.0256,0.742,Brain Gain
AND,2008,76055.0,60.0,60.0,6.0,3.0,3.0,0.05,0.1,0.05,2000s,-0.027,0.789,Brain Gain
AND,2009,73852.0,60.0,60.0,4.0,2.0,2.0,0.033333335,0.06666667,0.033333335,2000s,-0.029,0.812,Brain Gain
AND,2010,71519.0,,,,,,,,,2010s,-0.0316,,Unknown
AND,2011,70567.0,57.0,57.0,1.0,9.0,-8.0,0.15789473,0.01754386,-0.14035088,2010s,-0.0133,0.808,Brain Drain
AND,2012,71013.0,53.0,53.0,2.0,4.0,-2.0,0.0754717,0.03773585,-0.03773585,2010s,0.0063,0.746,Brain Drain
AND,2013,71367.0,26.0,26.0,4.0,0.0,4.0,0.0,0.15384616,0.15384616,2010s,0.005,0.364,Brain Gain
AND,2014,71621.0,30.0,30.0,2.0,2.0,0.0,0.06666667,0.06666667,0.0,2010s,0.0036,0.419,Balanced
AND,2015,71746.0,32.0,32.0,3.0,3.0,0.0,0.09375,0.09375,0.0,2010s,0.0017,0.446,Balanced
AND,2016,72540.0,35.0,35.0,3.0,0.0,3.0,0.0,0.08571429,0.08571429,2010s,0.0111,0.482,Brain Gain
AND,2017,73837.0,38.0,38.0,6.0,2.0,4.0,0.05263158,0.15789473,0.10526316,2010s,0.0179,0.515,Brain Gain
AND,2018,75013.0,35.0,35.0,2.0,4.0,-2.0,0.114285715,0.057142857,-0.057142857,2010s,0.0159,0.467,Brain Drain
AND,2019,76343.0,40.0,40.0,3.0,2.0,1.0,0.05,0.075,0.025,2010s,0.0177,0.524,Brain Gain
AND,2020,77700.0,40.0,40.0,3.0,4.0,-1.0,0.1,0.075,-0.025,2020s,0.0178,0.515,Brain Drain
AND,2021,79034.0,48.0,48.0,11.0,3.0,8.0,0.0625,0.22916667,0.16666667,2020s,0.0172,0.607,Brain Gain
AND,2022,79824.0,0.0,0.0,10.0,3.0,7.0,,,,2020s,0.01,0.0,Brain Gain
AND,2023,79824.0,,,,,,,,,2020s,0.0,,Unknown
ARE,1996,2572735.0,460.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.179,Balanced
ARE,1997,2746119.0,545.0,545.0,40.0,19.0,21.0,0.034862384,0.07339449,0.03853211,1990s,0.0674,0.198,Brain Gain
ARE,1998,2921130.0,609.0,609.0,36.0,40.0,-4.0,0.06568144,0.0591133,-0.0065681445,1990s,0.0637,0.208,Brain Drain
ARE,1999,3097563.0,707.0,707.0,70.0,42.0,28.0,0.05940594,0.0990099,0.03960396,1990s,0.0604,0.228,Brain Gain
ARE,2000,3275333.0,790.0,790.0,111.0,48.0,63.0,0.060759492,0.14050633,0.079746835,2000s,0.0574,0.241,Brain Gain
ARE,2001,3454198.0,927.0,927.0,100.0,48.0,52.0,0.051779937,0.10787486,0.05609493,2000s,0.0546,0.268,Brain Gain
ARE,2002,3633655.0,1024.0,1024.0,105.0,61.0,44.0,0.059570312,0.10253906,0.04296875,2000s,0.052,0.282,Brain Gain
ARE,2003,3813443.0,1146.0,1146.0,100.0,58.0,42.0,0.05061082,0.08726004,0.036649216,2000s,0.0495,0.301,Brain Gain
ARE,2004,3993339.0,1267.0,1267.0,108.0,67.0,41.0,0.05288082,0.08524073,0.032359906,2000s,0.0472,0.317,Brain Gain
ARE,2005,4280993.0,1428.0,1428.0,132.0,61.0,71.0,0.042717088,0.09243698,0.04971989,2000s,0.072,0.334,Brain Gain
ARE,2006,4898954.0,1620.0,1620.0,139.0,66.0,73.0,0.04074074,0.085802466,0.04506173,2000s,0.1443,0.331,Brain Gain
ARE,2007,5872624.0,1854.0,1854.0,148.0,83.0,65.0,0.04476807,0.0798274,0.035059333,2000s,0.1988,0.316,Brain Gain
ARE,2008,6988685.0,2103.0,2103.0,217.0,77.0,140.0,0.036614362,0.10318592,0.06657156,2000s,0.19,0.301,Brain Gain
ARE,2009,7992644.0,2360.0,2360.0,209.0,75.0,134.0,0.03177966,0.08855932,0.05677966,2000s,0.1437,0.295,Brain Gain
ARE,2010,8481771.0,2648.0,2648.0,233.0,101.0,132.0,0.038141996,0.08799094,0.049848944,2010s,0.0612,0.312,Brain Gain
ARE,2011,8575205.0,2970.0,2970.0,253.0,125.0,128.0,0.042087544,0.085185185,0.04309764,2010s,0.011,0.346,Brain Gain
ARE,2012,8664969.0,3373.0,3373.0,292.0,131.0,161.0,0.03883783,0.086569816,0.047731988,2010s,0.0105,0.389,Brain Gain
ARE,2013,8751847.0,3852.0,3852.0,355.0,156.0,199.0,0.040498443,0.09215992,0.051661473,2010s,0.01,0.44,Brain Gain
ARE,2014,8835951.0,4402.0,4402.0,414.0,180.0,234.0,0.040890504,0.09404816,0.053157657,2010s,0.0096,0.498,Brain Gain
ARE,2015,8916899.0,5117.0,5117.0,485.0,182.0,303.0,0.035567716,0.0947821,0.059214383,2010s,0.0092,0.574,Brain Gain
ARE,2016,8994263.0,5929.0,5929.0,530.0,246.0,284.0,0.041490976,0.08939113,0.04790015,2010s,0.0087,0.659,Brain Gain
ARE,2017,9068296.0,6814.0,6814.0,609.0,289.0,320.0,0.04241268,0.08937482,0.04696214,2010s,0.0082,0.751,Brain Gain
ARE,2018,9140169.0,7958.0,7958.0,713.0,332.0,381.0,0.041719023,0.08959538,0.04787635,2010s,0.0079,0.871,Brain Gain
ARE,2019,9211657.0,9005.0,9005.0,686.0,373.0,313.0,0.041421432,0.0761799,0.034758467,2010s,0.0078,0.978,Brain Gain
ARE,2020,9287289.0,9810.0,9810.0,773.0,417.0,356.0,0.042507645,0.07879715,0.036289502,2020s,0.0082,1.056,Brain Gain
ARE,2021,9365145.0,9902.0,9902.0,779.0,437.0,342.0,0.044132497,0.07867098,0.034538478,2020s,0.0084,1.057,Brain Gain
ARE,2022,9441129.0,0.0,0.0,680.0,401.0,279.0,,,,2020s,0.0081,0.0,Brain Gain
ARE,2023,9441129.0,0.0,0.0,533.0,299.0,234.0,,,,2020s,0.0,0.0,Brain Gain
ARG,1996,35389362.0,11370.0,11370.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.321,Balanced
ARG,1997,35815971.0,13346.0,13346.0,210.0,189.0,21.0,0.014161547,0.015735053,0.0015735051,1990s,0.0121,0.373,Brain Gain
ARG,1998,36233195.0,15202.0,15202.0,212.0,259.0,-47.0,0.017037231,0.013945534,-0.0030916985,1990s,0.0116,0.42,Brain Drain
ARG,1999,36653031.0,16414.0,16414.0,257.0,338.0,-81.0,0.020592177,0.015657365,-0.004934812,1990s,0.0116,0.448,Brain Drain
ARG,2000,37070774.0,17568.0,17568.0,291.0,363.0,-72.0,0.020662569,0.016564207,-0.0040983604,2000s,0.0114,0.474,Brain Drain
ARG,2001,37480493.0,18576.0,18576.0,329.0,410.0,-81.0,0.02207149,0.017711025,-0.0043604653,2000s,0.0111,0.496,Brain Drain
ARG,2002,37885028.0,19739.0,19739.0,381.0,436.0,-55.0,0.022088252,0.01930189,-0.002786362,2000s,0.0108,0.521,Brain Drain
ARG,2003,38278164.0,20580.0,20580.0,321.0,499.0,-178.0,0.024246842,0.015597668,-0.008649174,2000s,0.0104,0.538,Brain Drain
ARG,2004,38668796.0,21747.0,21747.0,279.0,467.0,-188.0,0.021474225,0.012829356,-0.0086448705,2000s,0.0102,0.562,Brain Drain
ARG,2005,39070501.0,22970.0,22970.0,284.0,422.0,-138.0,0.018371789,0.012363953,-0.006007836,2000s,0.0104,0.588,Brain Drain
ARG,2006,39476851.0,24521.0,24521.0,346.0,414.0,-68.0,0.016883487,0.014110355,-0.0027731333,2000s,0.0104,0.621,Brain Drain
ARG,2007,39876111.0,26207.0,26207.0,389.0,407.0,-18.0,0.015530202,0.014843362,-0.0006868394,2000s,0.0101,0.657,Brain Drain
ARG,2008,40273769.0,28277.0,28277.0,401.0,371.0,30.0,0.013120203,0.014181136,0.0010609329,2000s,0.01,0.702,Brain Gain
ARG,2009,40684338.0,30093.0,30093.0,410.0,410.0,0.0,0.013624431,0.013624431,0.0,2000s,0.0102,0.74,Balanced
ARG,2010,40788453.0,31989.0,31989.0,408.0,427.0,-19.0,0.013348338,0.012754384,-0.0005939542,2010s,0.0026,0.784,Brain Drain
ARG,2011,41261490.0,33855.0,33855.0,455.0,436.0,19.0,0.012878452,0.013439669,0.00056121696,2010s,0.0116,0.82,Brain Gain
ARG,2012,41733271.0,35588.0,35588.0,449.0,464.0,-15.0,0.013038103,0.012616612,-0.0004214904,2010s,0.0114,0.853,Brain Drain
ARG,2013,42202935.0,37233.0,37233.0,430.0,483.0,-53.0,0.012972363,0.011548894,-0.0014234685,2010s,0.0113,0.882,Brain Drain
ARG,2014,42669500.0,38855.0,38855.0,503.0,484.0,19.0,0.012456569,0.012945567,0.00048899755,2010s,0.0111,0.911,Brain Gain
ARG,2015,43131966.0,40340.0,40340.0,522.0,520.0,2.0,0.012890431,0.01294001,4.9578583e-05,2010s,0.0108,0.935,Brain Gain
ARG,2016,43590368.0,42035.0,42035.0,560.0,502.0,58.0,0.011942429,0.013322231,0.0013798026,2010s,0.0106,0.964,Brain Gain
ARG,2017,44044811.0,43444.0,43444.0,569.0,569.0,0.0,0.013097321,0.013097321,0.0,2010s,0.0104,0.986,Balanced
ARG,2018,44494502.0,44749.0,44749.0,568.0,558.0,10.0,0.012469552,0.012693021,0.00022346868,2010s,0.0102,1.006,Brain Gain
ARG,2019,44938712.0,45466.0,45466.0,511.0,627.0,-116.0,0.013790525,0.011239167,-0.002551357,2010s,0.01,1.012,Brain Drain
ARG,2020,45376763.0,44850.0,44850.0,486.0,682.0,-196.0,0.015206243,0.010836121,-0.0043701227,2020s,0.0097,0.988,Brain Drain
ARG,2021,45808747.0,43101.0,43101.0,460.0,693.0,-233.0,0.016078513,0.0106726065,-0.005405907,2020s,0.0095,0.941,Brain Drain
ARG,2022,46234830.0,0.0,0.0,344.0,587.0,-243.0,,,,2020s,0.0093,0.0,Brain Drain
ARG,2023,46234830.0,0.0,0.0,207.0,319.0,-112.0,,,,2020s,0.0,0.0,Brain Drain
ARM,1996,3298898.0,743.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,1990s,,0.225,Balanced
ARM,1997,3271418.0,844.0,844.0,13.0,23.0,-10.0,0.027251184,0.015402843,-0.011848342,1990s,-0.0083,0.258,Brain Drain
ARM,1998,3240550.0,990.0,990.0,15.0,32.0,-17.0,0.032323234,0.015151516,-0.017171716,1990s,-0.0094,0.306,Brain Drain
ARM,1999,3206030.0,1076.0,1076.0,17.0,27.0,-10.0,0.025092937,0.015799256,-0.00929368,1990s,-0.0107,0.336,Brain Drain
ARM,2000,3168523.0,1158.0,1158.0,26.0,29.0,-3.0,0.025043178,0.022452503,-0.0025906735,2000s,-0.0117,0.365,Brain Drain
ARM,2001,3133133.0,1187.0,1187.0,27.0,32.0,-5.0,0.026958719,0.02274642,-0.0042123,2000s,-0.0112,0.379,Brain Drain
ARM,2002,3105037.0,1250.0,1250.0,20.0,28.0,-8.0,0.0224,0.016,-0.0064,2000s,-0.009,0.403,Brain Drain
ARM,2003,3084102.0,1250.0,1250.0,32.0,35.0,-3.0,0.028,0.0256,-0.0024,2000s,-0.0067,0.405,Brain Drain
